0.00336349,0
0.00403892,1
0.0860105,2
0.0641472,3
0.0824921,4
0.00793503,5
0.0133456,6
0.0416401,7
0.00705879,8
0.0125313,9
0.0302923,10
0.136681,11
0.105936,12
0.0145891,13
0.0117677,14
0.0396702,15
0.132673,16
0.0995639,17
0.117565,18
2.35721e-05,19
0.111082,20
0.00892191,21
0.0651241,22
0.00981533,23
0.105101,24
0.0136591,25
0.0429933,26
0.0629711,27
0.0567023,28
0.044148,29
0.0177725,30
0.0111003,31
0.00766261,32
0.0710863,33
0.0260663,34
0.0132547,35
0.0469607,36
0.111377,37
0.0940689,38
0.0785625,39
0.102646,40
0.0437333,41
0.0174095,42
0.0184602,43
0.00873674,44
0.040562,45
0.101994,46
0.0927882,47
0.0466558,48
0.0256226,49
0.0911439,50
0.0391613,51
0.0481324,52
0.0925462,53
0.135322,54
0.0875451,55
0.0697066,56
0.116324,57
0.0108281,58
0.00704334,59
0.121847,60
0.118493,61
0.135456,62
0.0925241,63
0.0438166,64
0.0120881,65
0.134704,66
0.0805724,67
0.120836,68
0.0879541,69
2.29885e-05,70
0.124897,71
0.0945854,72
0.128172,73
0.071705,74
0.0145789,75
0.11942,76
0.135317,77
0.0148511,78
0.1513,79
0.133535,80
0.0983452,81
0.0786368,82
0.0955817,83
0.0819775,84
0.0699624,85
0.0661704,86
0.0127491,87
0.140382,88
0.0419936,89
0.0904207,90
0.0889312,91
0.094618,92
0.131469,93
0.0196927,94
0.130501,95
0.0893399,96
0.0175118,97
0.0332823,98
0.10447,99
0.0775811,100
0.0574599,101
0.00620198,102
0.0129992,103
0.109278,104
0.091466,105
0.121177,106
0.0417052,107
0.00734193,108
0.0720225,109
0.0482473,110
0.145966,111
0.0109664,112
0.0269528,113
0.0538591,114
0.010469,115
0.00416501,116
0.135858,117
0.0165709,118
0.0489574,119
0.0179739,120
0.0759832,121
0.0977306,122
0.147914,123
0.0229684,124
0.136366,125
0.0186463,126
0.0890525,127
0.14852,128
0.141671,129
0.070413,130
0.0117796,131
0.128521,132
0.0247166,133
0.0309916,134
0.0869307,135
0.0243755,136
0.0637034,137
0.119209,138
0.00478172,139
0.110819,140
0.0886132,141
0.0106008,142
0.0578996,143
0.147334,144
0.0072035,145
0.0900355,146
0.121002,147
0.109145,148
0.109513,149
0.146793,150
0.048117,151
0.00789582,152
0.14419,153
0.0665445,154
0.149138,155
0.00819628,156
0.0101027,157
0.0564467,158
0.113417,159
0.053147,160
0.126847,161
0.00102957,162
0.0105583,163
0.0149421,164
0.0111831,165
0.00930756,166
0.0518053,167
0.134327,168
0.0700287,169
0.129066,170
0.0157898,171
0.0375406,172
0.0955372,173
0.0112004,174
0.0755275,175
0.0475873,176
0.0103732,177
0.00932473,178
0.0111282,179
0.0329976,180
0.0299189,181
0.00903951,182
0.00405312,183
0.061914,184
0.00853165,185
0.0156769,186
0.0175146,187
0.111991,188
0.0398799,189
0.0167533,190
0.0125546,191
0.0871245,192
0.0923819,193
0.0552681,194
0.150862,195
0.0159238,196
0.0384296,197
0.0776966,198
0.0935239,199
0.00914399,200
0.0923254,201
0.00368443,202
0.0722824,203
0.142086,204
0.0971681,205
0.123685,206
0.0158653,207
0.00314871,208
0.00270369,209
0.00688225,210
0.100768,211
0.0617691,212
0.109219,213
0.124591,214
0.148887,215
0.146639,216
0.0684066,217
0.096377,218
0.126796,219
0.101741,220
0.118535,221
0.0868425,222
0.0111505,223
0.0419354,224
0.0105533,225
0.00707734,226
0.0924983,227
0.0291964,228
0.111904,229
0.0536686,230
0.144034,231
0.0229776,232
0.0514813,233
0.0442106,234
0.0178947,235
0.103663,236
0.00836604,237
0.0499572,238
0.0988953,239
0.029911,240
0.0117696,241
0.106153,242
0.117224,243
0.0759961,244
0.00722612,245
0.0948383,246
0.000535699,247
0.00541146,248
0.0300593,249
0.0253188,250
0.117843,251
0.122681,252
0.015365,253
0.0421619,254
0.0832049,255
0.11317,256
0.0138354,257
0.0586259,258
0.0271326,259
0.124918,260
0.0889514,261
0.013542,262
0.11795,263
0.00717311,264
0.0226865,265
0.0937929,266
0.114539,267
0.0424563,268
0.0767334,269
0.0515748,270
0.148728,271
0.0998668,272
0.0266408,273
0.023151,274
0.0945736,275
0.103353,276
0.0106721,277
0.0824713,278
0.00957189,279
0.0946196,280
0.0563729,281
0.127818,282
0.00809701,283
0.108949,284
0.115741,285
0.0929835,286
0.0131596,287
0.00246203,288
0.0143578,289
0.0656398,290
0.128489,291
0.0811858,292
0.00801569,293
0.0122775,294
0.0281383,295
2.29945e-05,296
0.0267909,297
0.104637,298
0.0510306,299
0.0525685,300
0.0371739,301
0.0651633,302
0.095421,303
0.0336263,304
0.131733,305
0.0844539,306
0.0983966,307
0.0233888,308
0.138747,309
0.0949664,310
0.0523279,311
0.00999735,312
0.00867148,313
0.139903,314
0.0462149,315
0.105598,316
0.0893402,317
0.133068,318
0.0457596,319
0.00986144,320
0.00546024,321
0.0895136,322
0.113222,323
0.0765688,324
0.0147659,325
0.123662,326
0.0125282,327
0.113282,328
0.142146,329
0.0105477,330
0.0982703,331
0.0472225,332
0.0105054,333
0.112859,334
0.117789,335
0.00754719,336
0.0583688,337
0.0149461,338
0.0460472,339
0.087953,340
0.134349,341
0.141011,342
0.0100344,343
0.0833218,344
0.00913615,345
0.114757,346
0.0900203,347
0.0407826,348
0.0164762,349
0.0170854,350
0.0542377,351
0.115861,352
0.120124,353
0.0175327,354
0.0878585,355
0.0180842,356
0.00496958,357
0.0116352,358
0.0469584,359
0.101511,360
0.0890632,361
0.016861,362
0.0769663,363
0.00918351,364
0.00567899,365
0.0410552,366
0.151254,367
0.109619,368
0.149273,369
0.0145201,370
0.038253,371
0.0173045,372
0.0887849,373
0.102315,374
0.0978254,375
0.0417969,376
0.0259955,377
0.0406705,378
0.124354,379
0.0109302,380
0.0454145,381
0.0142254,382
0.0287148,383
0.00513779,384
0.10975,385
0.0575429,386
0.124439,387
0.143042,388
0.0441144,389
0.0727108,390
0.010888,391
0.0957182,392
0.00808832,393
0.00538498,394
0.00774144,395
0.0438153,396
0.0564225,397
0.147348,398
0.110723,399
0.0248368,400
0.00965274,401
0.0299651,402
0.0102376,403
0.031844,404
0.133671,405
0.0097152,406
0.00309479,407
0.119373,408
0.0260395,409
0.0105702,410
0.0930287,411
0.0939271,412
0.0241039,413
0.00964793,414
0.106405,415
0.147408,416
0.0387917,417
0.149318,418
0.0197094,419
0.138999,420
0.142104,421
0.00166977,422
0.0892583,423
0.0180865,424
0.129442,425
0.000635795,426
0.00776022,427
0.133091,428
0.0881572,429
0.0335617,430
0.0527734,431
0.118918,432
0.0304245,433
0.0124328,434
0.01576,435
0.011814,436
0.112723,437
0.051858,438
0.0147686,439
0.0252679,440
0.00926629,441
0.0102533,442
0.00838281,443
0.0577319,444
0.0594631,445
0.0106682,446
0.136643,447
0.0899599,448
0.00558141,449
0.135097,450
