0.0115374,546687
0.00244143,567371
0.00316881,470961
0.0117011,385886
0.0182589,360482
0.00192829,474110
0.0295768,82648
0.0319736,135204
0.00464823,268037
0.00162662,156576
0.0017319,181536
0.00444742,483730
0.016044,462013
0.00652838,501762
0.0279784,158066
0.0040843,482732
0.00177988,201438
0.00014938,240684
0.00772499,435752
0.0135091,358171
0.0363681,377206
0.00120037,328348
0.0139901,541627
0.00473972,177859
0.0369538,122846
0.0227756,405200
0.00139423,217236
0.000993461,195623
0.000497086,376950
0.0101674,402555
0.0113152,455751
0.000308994,423112
0.000212375,364646
0.00900194,86037
0.00196136,154265
0.0147961,106879
0.00847006,423519
0.000596732,250003
0.0448725,45937
0.00536907,519871
0.0177815,425948
0.000914419,9801
0.0118524,500318
0.00542599,333724
0.00488405,337443
0.00953895,44532
0.0181085,444945
0.0313279,84172
0.0153074,57528
0.00304704,445923
0.00749743,463226
0.0107034,547286
0.00298299,453783
0.0134919,119379
0.006193,27174
0.0113404,417136
0.0221681,336282
0.0173179,99561
0.0013497,399384
0.00033029,109866
0.00790874,66554
0.00242295,222658
0.0151227,324839
0.0200786,39685
0.0194618,302065
0.0509321,169937
0.00272142,359279
0.0063416,399138
0.00744563,193334
0.0198712,300761
0.00344837,39431
0.0225278,387821
0.00834983,367811
0.046065,102868
0.0168159,430468
0.0290355,208164
0.00845179,220108
0.0129154,404409
0.00316428,388049
0.0189755,174221
0.0249523,447484
0.00738075,92353
0.0121743,427962
0.0130871,78992
0.00237174,283234
0.0319776,116710
0.00848353,513977
0.00527786,460981
0.00470653,535559
0.011239,427625
0.00897238,286834
0.0125794,44397
0.0264435,358216
0.00611671,37511
0.00461021,191112
0.00461852,520284
0.00656711,427246
0.013957,176820
0.0239624,466949
0.0102036,431821
0.0148758,499319
0.000785447,332667
0.0040349,465221
0.0230866,19992
0.00216005,324097
0.00856411,430047
0.00152819,336050
0.0199741,470165
0.02046,314513
0.00144303,473098
0.0013139,508496
0.00160787,411895
0.00435771,519288
0.0187276,454676
0.00618798,384596
0.00651297,61448
0.0351106,197637
0.00203099,517238
